,id,label,text
66,66,ham,today song dedicated day song u dedicate send ur valuable frnds first rply
67,67,spam,urgent ur awarded complimentary trip eurodisinc trav acoentry41 a1000 claim txt dis 87121 186a150morefrmmob shracomorsglsuplt10 ls1 3aj
68,68,spam,hear new divorce barbie come ken ' stuff
69,69,ham,plane give month end
70,70,ham,wah lucky man save money hee
71,71,ham,finished class
72,72,ham,hi babe im home wanna something xx
73,73,ham,kkwhere youhow performed
74,74,ham,u call
75,75,ham,waiting machan call free
76,76,ham,thats cool gentleman treat dignity respect
77,77,ham,like people much shy pa
78,78,ham,doe operate ltgt
79,79,ham,still looking job much ta ' earn
80,80,ham,sorry ' call later
81,81,ham,k call ah
82,82,ham,ok way home hi hi
83,83,ham,place man
84,84,ham,yup next stop
85,85,ham,call later ' network urgnt sm
86,86,ham,real u getting yo need 2 ticket one jacket ' done already used multis
87,87,ham,yes started send request make pain came back ' back bed double coin factory gotta cash nitros
88,88,ham,' really still tonight babe
89,89,ham,ela kanoil download come wen ur free
90,90,ham,yeah donut stand close tho youull catch something
91,91,ham,sorry pain ok meet another night spent late afternoon casualty mean ' done stuff42moro includes time sheet sorry
92,92,ham,smile pleasure smile pain smile trouble pours like rain smile sum1 hurt u smile becoz someone still love see u smiling
93,93,spam,please call customer service representative 0800 169 6031 10am9pm guaranteed a1000 cash a5000 prize
94,94,ham,havent planning buy later check already lido got 530 show e afternoon u finish work already
95,95,spam,free ringtone waiting collected simply text password mix 85069 verify get usher britney fml
96,96,ham,watching telugu moviewat abt u
97,97,ham,see finish load loan pay
98,98,ham,hi wk ok hols yes bit run forgot hairdresser appointment four need get home n shower beforehand doe cause prob u ham
99,99,ham,please ' text anymore nothing else say
100,100,ham,okay name ur price long legal wen pick u ave x xx
101,101,ham,' still looking car buy gone 4the driving test yet
102,102,ham,per request ' melle melle oru minnaminunginte nurungu vettam ' ha set callertune caller press 9 copy friend callertune
103,103,ham,wow ' right ' mean guess gave boston men changed search location nyc something changed cuz signin page still say boston
104,104,ham,umma life vava umma love lot dear
105,105,ham,thanks lot wish birthday thanks making birthday truly memorable
106,106,ham,aight ' hit get cash
107,107,ham,would ip address test considering computer ' minecraft server
108,108,ham,know grumpy old people mom wa like better lying always one play joke
109,109,ham,dont worry guess ' busy
110,110,ham,plural noun research
111,111,ham,going dinnermsg
112,112,ham,' ok wif co like 2 try new thing scared u dun like mah co u said loud
113,113,spam,gent trying contact last weekend draw show a1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm
114,114,ham,wa ur openin sentence formal anyway ' fine juz tt ' eatin much n puttin weighthaha anythin special happened
115,115,ham,entered cabin pa said ' ' happy b ' day bos ' ' felt special askd 4 lunch lunch invited apartment went
116,116,spam,winner u specially selected 2 receive a1000 4 holiday flight inc speak live operator 2 claim 0871277810910pmin 18
117,117,ham,goodo yes must speak friday eggpotato ratio tortilla needed
118,118,ham,hmmmy uncle informed ' paying school directly pls buy food
119,119,spam,private 2004 account statement 07742676969 show 786 unredeemed bonus point claim call 08719180248 identifier code 45239 expires
120,120,spam,urgent mobile wa awarded a2000 bonus caller prize 5903 final try contact u call landline 09064019788 box42wr29c 150ppm
121,121,ham,new address applespairsall malarky
122,122,spam,today voda number ending 7548 selected receive 350 award match please call 08712300220 quoting claim code 4041 standard rate app
123,123,ham,going sao mu today done 12
124,124,ham,ii predict wat time i_ ' finish buying
125,125,ham,good stuff
126,126,ham,knowyetunde ' sent money yet sent text bother sending dont involve anything ' imposed anything first place apologise
127,127,ham,room
128,128,ham,hey girl r u hope u r well del r bak long time c give call sum time lucyxx
129,129,ham,kkhow much doe cost
130,130,ham,' home
131,131,ham,dear call tmorrowpls accomodate
132,132,ham,first answer question
133,133,spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 a150 sptyrone
134,134,spam,want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk ' largest dogging network bt txting gravel 69888 nt ec2a 31pmsg150p
135,135,ham,haf msn ' yijuehotmailcom
136,136,ham,call meet
137,137,ham,check room befor activity
138,138,spam,' rcv msg chat svc free hardcore service text go 69988 u get nothing u must age verify yr network try
139,139,ham,got c lazy type forgot i_ lect saw pouch like v nice
140,140,ham,k text ' way
141,141,ham,sir waiting mail
142,142,ham,swt thought nver get tired little thing 4 lovable person cozsomtimes little thing occupy biggest part heart gud ni8
143,143,ham,know pls open back
144,144,ham,yes see ya dot
145,145,ham,whats staff name taking class u
146,146,spam,freemsg ' replied text ' randy sexy female live local luv hear u netcollex ltd 08700621170150p per msg reply stop end
147,147,ham,ummmawill call check inour life begin qatar pls pray hard
148,148,ham,ki deleted contact
149,149,ham,sindu got job birla soft
150,150,ham,wine flowing ' nevering
151,151,ham,yup thk cine better co need 2 go 2 plaza mah
152,152,ham,ok ur typical reply
153,153,ham,per request ' melle melle oru minnaminunginte nurungu vettam ' ha set callertune caller press 9 copy friend callertune
154,154,ham,everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time done become one
155,155,ham,aaooooright work
156,156,ham,' leaving house
157,157,ham,hello love get interview today happy good boy think meare missing
158,158,spam,customer service annoncement new year delivery waiting please call 07046744435 arrange delivery
159,159,spam,winner u specially selected 2 receive a1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810
160,160,ham,keep safe need miss already envy everyone see ' real life
161,161,ham,new car house parentsi new job hand
162,162,ham,' love ' excited day spend make happy
163,163,spam,pls stop bootydelious 32f inviting friend reply yes434 no434 see wwwsmsacubootydelious stop send stop frnd 62468
164,164,spam,bangbabes ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu
165,165,ham,place ur point e culture module already
166,166,spam,urgent trying contact last weekend draw show a900 prize guaranteed call 09061701939 claim code s89 valid 12hrs
167,167,ham,hi frnd best way avoid missunderstding wit beloved one '
168,168,ham,great escape fancy bridge need lager see tomo
169,169,ham,yes completely formclark also utter waste
170,170,ham,sir need axis bank account bank address
171,171,ham,hmmm thk sure got time hop ard ya go 4 free abt muz call u discus liao
172,172,ham,time coming later
173,173,ham,bloody hell cant believe forgot surname mr ill give u clue spanish begin
174,174,ham,well ' gonna finish bath goodfine night
175,175,ham,let know ' got money carlos make call
176,176,ham,u still going mall
177,177,ham,turn friend staying whole show ' back til ltgt feel free go ahead smoke ltgt worth
178,178,ham,text doesnt reply let know log
179,179,ham,hi spoke maneesha v ' like know satisfied experience reply toll free yes
180,180,ham,lifted hope offer money need especially end month approach hurt studying anyways gr8 weekend
181,181,ham,lol u trust
182,182,ham,ok gentleman treat dignity respect
183,183,ham,guy close
184,184,ham,going nothing greatbye
185,185,ham,hello handsome finding job lazy working towards getting back net mummy ' boytoy doe miss
186,186,ham,haha awesome minute
187,187,spam,please call customer service representative freephone 0808 145 4742 9am11pm guaranteed a1000 cash a5000 prize
188,188,ham,got xmas radio time get
189,189,ham,jus reached home go bathe first si using net tell u finish k
190,190,spam,unique enough find 30th august wwwareyouuniquecouk
191,191,ham,' sorry ' joined league people dont keep touch mean great deal friend time even great personal cost great week
192,192,ham,hi finally completed course
193,193,ham,stop however suggest stay someone able give every stool
194,194,ham,hope ' settled new school year wishin gr8 day
195,195,ham,gud mrng dear hav nice day
196,196,ham,u got person story
197,197,ham,hamster dead hey tmr meet 1pm orchard mrt
198,198,ham,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx
199,199,ham,found enc ltgt
200,200,ham,sent ltgt buck
201,201,ham,hello darlin ive finished college txt u finish u love kate xxx
202,202,ham,account ha refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt
203,203,ham,goodmorning sleeping ga
204,204,ham,u call alter 11 ok
205,205,ham,ii say like dat dun buy ericsson oso cannot oredi lar
206,206,ham,entered cabin pa said ' ' happy b ' day bos ' ' felt special askd 4 lunch lunch invited apartment went
207,207,ham,aight yo dat straight dogg
208,208,ham,please give u connection today ltdecimalgt refund bill
209,209,ham,shoot big load get ready
210,210,ham,' bruv hope great break rewarding semester
211,211,ham,home always chat
212,212,ham,kkgoodstudy well
213,213,ham,yup i_ noe leh
214,214,ham,sound great home
215,215,ham,finally match heading towards draw prediction
216,216,ham,tired ' slept well past night
217,217,ham,easy ahsen got selected mean good
218,218,ham,take exam march 3
219,219,ham,yeah think use gt atm register sure ' anyway help let know sure ready
220,220,ham,ok prob take ur time
221,221,ham,called ubandu run without installing hard diskyou use copy important file system give repair shop
222,222,ham,sorry ' call later
223,223,ham,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
224,224,spam,500 new mobile 2004 must go txt nokia 89545 collect todayfrom a1 www4tcbiz 2optout 08718726270150gbpmtmsg18
225,225,ham,would really appreciate call need someone talk
226,226,spam,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo followed ur star sign e g horo aries
227,227,ham,hey company elama po mudyadhu
228,228,ham,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning
229,229,ham,dear good morning
230,230,ham,get gandhipuram walk cross cut road right side ltgt street road turn first right
231,231,ham,dear going rubber place
232,232,ham,sorry battery died yeah '
233,233,ham,yeshere tv always available work place
234,234,spam,text meet someone sexy today u find date even flirt u join 4 10p reply name age eg sam 25 18 msg recdthirtyeight penny
235,235,ham,printed oh ltgt come upstairs
236,236,ham,ill little closer like bus stop street
237,237,ham,youwhen wil reach
238,238,ham,new theory argument win situation loses person dont argue ur friend kick amp say ' always correct
239,239,spam,u 447801259231 secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094597
240,240,ham,tomarrow final hearing laptop case cant
241,241,ham,pleassssssseeeeee tel v avent done sportsx
242,242,ham,okay shining wa meant signing sound better
243,243,ham,although told u dat ' baig face watch really like e watch u gave co ' fr u thanx 4 everything dat u ' done today ' touched
244,244,ham,u ' remember old commercial
245,245,ham,late said website ' dont slipper
246,246,ham,asked call ok
247,247,ham,kallis wont bat 2nd inning
248,248,ham,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
249,249,spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
250,250,ham,ranjith cal drpd deeraj deepak 5min hold
251,251,ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
252,252,ham,doinghow
253,253,ham,ups 3days also shipping company take 2wks way usps take week get lag may bribe nipost get stuff
254,254,ham,' back lemme know ' ready
255,255,ham,' necessarily expect done get back though ' headin
256,256,ham,mmm yummy babe nice jolt suzy
257,257,ham,lover need
258,258,spam,tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
259,259,ham,ium parked next mini coming today think
260,260,ham,yup
261,261,ham,anyway ' going shopping co si done yet dun disturb u liao
262,262,ham,luton 0125698789 ring ur around h
263,263,spam,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
264,264,ham,dint come u
265,265,ham,wana plan trip sometme
266,266,ham,sure yet still trying get hold
267,267,spam,ur ringtone service ha changed 25 free credit go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
268,268,ham,evo download flash jealous
269,269,spam,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
270,270,ham,come mu ' sorting narcotic situation
271,271,ham,night ha ended another day morning ha come special way may smile like sunny ray leaf worry blue blue bay
272,272,spam,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 infowww100percentrealcom
273,273,ham,usf guess might well take 1 car
274,274,ham,objection bf coming
275,275,ham,thanx
276,276,ham,tell rob mack gf theater
277,277,ham,awesome ' see bit
278,278,ham,sent type food like
279,279,ham,done handed celebration full swing yet
280,280,ham,got called tool
281,281,ham,wen u miss someone
282,282,ham,ok asked money far
283,283,ham,okie
284,284,ham,yeah think usual guy ' still passed last night get ahold anybody let know ' throw
285,285,ham,k might come tonight class let early
286,286,ham,ok
287,287,ham,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
288,288,ham,life mean lot love life love people life world call friend call world ge
289,289,ham,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
290,290,ham,hey told name gautham ah
291,291,ham,haf u found feel stupid da v cam wa working
292,292,ham,oops 4 got bit
293,293,ham,much buzy
294,294,ham,accidentally deleted message resend please
295,295,spam,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680offer end 28thfebtc ' apply
296,296,ham,unless ' situation go gurl would appropriate
297,297,ham,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
298,298,ham,cant pick phone right pls send message
299,299,ham,need coffee run tomocan ' believe ' time week already
300,300,ham,awesome remember last time got somebody high first time diesel v
301,301,ham,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
302,302,ham,oh way food fridge want go meal tonight
303,303,ham,womdarfull actor
304,304,spam,sm ac blind date 4u rodds1 21m aberdeen united kingdom check httpimg sm acwicmb3cktz8r74 blind date send hide
305,305,ham,yup remb think book
306,306,ham,jos ask u wana meet
307,307,ham,lol yes friendship hanging thread cause u ' buy stuff
308,308,spam,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468
309,309,ham,garage key ' bookshelf
310,310,ham,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
311,311,spam,think ur smart win a200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
312,312,ham,say ' give call friend ' got money ' definitely buying end week
313,313,ham,hi way wa u 2day normal waythis real ur uniquei hope know u 4 rest mylife hope u find wot wa lost
314,314,ham,made day great day
315,315,ham,kkadvance happy pongal
316,316,ham,hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
317,317,ham,really dude friend ' afraid
318,318,spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
319,319,ham,coffee cake guess
320,320,ham,merry christmas babe love ya kiss
321,321,ham,hey dont go watch x men lunch haha
322,322,ham,cud u tell ppl im gona b bit l8 co 2 bus hav gon past co full im still waitin 4 1 pete x
323,323,ham,would great ' guild could meet bristol road somewhere get touch weekend plan take flight good week
324,324,ham,problem
325,325,ham,callsmessagesmissed call
326,326,ham,hi dahow today class
327,327,ham,' say ' good sign well know track record reading woman
328,328,ham,cool text ' parked
329,329,ham,' reading text sent meant joke read light
330,330,ham,kkapo kgood movie
331,331,ham,maybe could get book tomo return immediately something
332,332,spam,call germany 1 penny per minute call fixed line via access number 0844 861 85 85 prepayment direct access
333,333,ham,chance might evaporated soon violated privacy stealing phone number employer ' paperwork cool please contact report supervisor
334,334,spam,valentine day special win a1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201
335,335,ham,tadaaaaa home babe still
336,336,ham,cool come havent wined dined
337,337,ham,sleepingand surfing
338,338,ham,sorry ' call later
339,339,ham,u calling right call hand phone
340,340,ham,ok ' great thanx lot
341,341,ham,take post ha come must 1000 text happy reading one wiv hello caroline end favourite bless
342,342,ham,u hiding stranger
343,343,ham,interested like
344,344,ham,sister cleared two round birla soft yesterday
345,345,ham,gudnitetcpractice going
346,346,ham,dis yijue jus saw ur mail case huiming havent sent u num dis num
347,347,ham,one small prestige problem
348,348,spam,fancy shag dointerested sextextukcom txt xxuk suzy 69876 txts cost 150 per msg tncs website x
349,349,ham,checking really miss seeing jeremiah great month
350,350,ham,nah ' help ' never iphone
351,351,ham,' car hour half ' going apeshit
352,352,ham,today sorry day ever wa angry ever misbehaved hurt plz plz slap urself bcoz ur fault ' basically good
353,353,ham,yo guy ever figure much need alcohol jay trying figure much safely spend weed
354,354,ham,ltgt ish minute wa 5 minute ago wtf
355,355,ham,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer
356,356,spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
357,357,spam,ur cashbalance currently 500 pound maximize ur cashin send cash 86688 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl
358,358,ham,' actor work work evening sleep late since ' unemployed moment always sleep late ' unemployed every day saturday
359,359,ham,hello got st andrewsboy long way cold keep posted
360,360,ham,ha ha cool cool chikku chikkudb
361,361,ham,oh ok prob
362,362,ham,check audrey ' status right
363,363,ham,busy trying finish new year looking forward finally meeting
364,364,ham,good afternoon sunshine dawn day refreshed happy alive breathe air smile think love always
365,365,ham,well know z take care worry
366,366,spam,update_now xmas offer latest motorola sonyericsson nokia free bluetooth double min 1000 txt orange call mobileupd8 08000839402 call2optoutf4q
367,367,spam,discount code rp176781 stop message reply stop wwwregalportfoliocouk customer service 08717205546
368,368,ham,wat uniform get
369,369,ham,cool text ' ready
370,370,ham,hello boytoy geeee miss already woke wish bed cuddling love
371,371,ham,spoil bed well
372,372,ham,' going bath msg next ltgt min
373,373,ham,cant keep talking people sure pay agree price pls tell want really buy much willing pay
374,374,spam,thanks ringtone order reference t91 charged gbp 4 per week unsubscribe anytime calling customer service 09057039994
375,375,ham,say happen
376,376,ham,could seen mei ' recognise face
377,377,ham,well ' lot thing happening lindsay new year sigh bar ptbo blue heron ha something going
378,378,ham,keep payasam rinu brings
379,379,ham,taught ranjith sir called sm like becaus verifying project prabu told today pa dont mistake
380,380,ham,guess ' worried must know ' way body repair ' quite sure ' worry ' take slow first test guide ovulation relax nothing ' said reason worry ill keep followin
381,381,ham,yeah sure give couple minute track wallet
382,382,ham,hey leave big deal take care
383,383,ham,hey late ah meet 945
384,384,spam,double min txts 4 6months free bluetooth orange available sony nokia motorola phone call mobileupd8 08000839402 call2optoutn9dx
385,385,ham,took mr owl 3 lick
386,386,ham,customer place call
387,387,ham,mm time dont like fun
388,388,spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt
389,389,ham,yup lunch buffet u eat already
390,390,ham,huh late fr dinner
391,391,ham,hey sat going intro pilate kickboxing
392,392,ham,morning ok
393,393,ham,yes think office lap room think thats last day didnt shut
394,394,ham,pick bout 730ish time going
395,395,ham,performance award calculated every two monthnot current one month period
396,396,ham,wa actually sleeping still might u call back text gr8 rock si send u text wen wake
397,397,ham,always putting business put picture facebook one open people ' ever met would think picture room would hurt make feel violated
398,398,ham,good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india
399,399,ham,hmmmkbut want change field quickly dai wanna get system administrator network administrator
400,400,spam,free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tone 3xa150pw eand txt stop
401,401,ham,dear chechi talk
402,402,ham,hair cream ha shipped
403,403,ham,none ' happening til get though
404,404,ham,yep great loxahatchee xmas tree burning ltgt start hour
405,405,ham,haha get used driving usf man know lot stoner
406,406,ham,wa well slightly disastrous class pm fav darling hope day ok coffee wld good ' stay late tomorrow time place always
407,407,ham,hello good week fancy drink something later
408,408,ham,headin towards busetop
409,409,ham,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
410,410,ham,come room point iron plan weekend
411,411,ham,co want thing
412,412,ham,okies ' go yan jiu skip ard oso go cine den go mrt one blah blah blah
413,413,ham,bring home wendy
414,414,spam,100 dating service call 09064012103 box334sk38ch
415,415,ham,whatsup dont u want sleep
416,416,ham,alright new goal
417,417,spam,free entry a250 weekly competition text word win 80086 18 tc wwwtxttowincouk
418,418,ham,alright ' head minute text meet
419,419,spam,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
420,420,ham,yesfrom last week ' taking live call
421,421,spam,someone ha contacted dating service entered phone fancy find call landline 09111032124 pobox12n146tf150p
422,422,ham,siva hostel aha
423,423,spam,urgent mobile number ha awarded a2000 prize guaranteed call 09058094455 land line claim 3030 valid 12hrs
424,424,ham,send ur friend receive something ur voice speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply
425,425,ham,ok ' ok guess
426,426,ham,aathiwhere dear
427,427,ham,pain urination thing else
428,428,ham,7 esplanade i_ mind giving lift co got car today
429,429,ham,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
430,430,ham,home watching tv lor
431,431,ham,doe usually take fifteen fucking minute respond yes question
432,432,spam,congrats nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx
433,433,ham,booked ticket pongal
434,434,ham,available ' like right around hillsborough amp ltgt th
435,435,ham,message sent askin ltgt dollar shoul pay ltgt ltgt
436,436,ham,ask g iouri ' told story like ten time already
437,437,ham,long doe applebees fucking take
438,438,ham,hi hope u get txtjourney hasnt gdnow 50 min late think
439,439,ham,like love arrange
440,440,ham,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
441,441,ham,supposed wake gt
442,442,ham,oic saw tot din c found group liao
443,443,ham,sorry ' call later
444,444,ham,hey hey werethe monkeespeople say monkeyaround howdy gorgeous
445,445,ham,sorry battery died come ' getting gram ' place
446,446,ham,well done blimey exercise yeah kinda remember wot hmm
447,447,ham,wont get concentration dear know mind everything
448,448,ham,lol made plan new year
449,449,ham,10 min later k
450,450,ham,hank lotsly
451,451,ham,thanks hope good day today
452,452,ham,kkwhat detail want transferacc enough
453,453,ham,ok tell stay yeah tough optimistic thing improve month
454,454,spam,loan purpose a500 a75000 homeowner tenant welcome previously refused still help call free 0800 1956669 text back ' help '
455,455,ham,si si think ill go make oreo truffle
456,456,ham,look amy ure beautiful intelligent woman like u lot know u donaot like like donaot worry
457,457,ham,hope ' result consistently intelligent kind start asking practicum link keep ear open best ttyl
458,458,ham,120 call cost guess isnt bad miss ya need ya want ya love ya
459,459,ham,going thru different feelingwavering decision coping individualtime heal everything believe
460,460,ham,u go phone gonna die stay
461,461,ham,great never better day give even reason thank god
462,462,spam,upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0207 153 9153 offer end 26th july tc ' apply optout available
463,463,ham,sorry ' call later ok bye
464,464,ham,ok way railway
465,465,ham,great princess love giving receiving oral doggy style fave position enjoy making love ltgt time per night
466,466,ham,' put stuff road keep getting slippery
467,467,ham,going ride bike
468,468,ham,yup need ' jus wait 4 e rain 2 stop
469,469,ham,many company tell language
470,470,spam,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tc sae box326 cw25wx 150ppm
471,471,ham,long ha since screamed princess
472,472,ham,nothing meant money enters account bank remove flat rate someone transfered ltgt account ltgt dollar got removed bank differ charge also differbe sure trust 9ja person sending account detail co
473,473,spam,want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk ' largest dogging network txting moan 69888nyt ec2a 31pmsg150p
474,474,ham,nice line said broken heart plz ' cum 1 time infront wise trust u good 9t
475,475,ham,ok ' gonna head usf like fifteen minute
476,476,ham,love aathilove u lot
477,477,ham,tension ahwhat machiany problem
478,478,ham,k pick another 8th ' done
479,479,ham,' guy getting back g said thinking staying mcr
480,480,ham,almost see u sec
481,481,ham,yo carlos friend already asking working weekend
482,482,ham,watching tv lor
483,483,ham,thank baby cant wait taste real thing
484,484,ham,change fb jaykwon thuglyfe falconerf
485,485,ham,win really 1 side long time
486,486,spam,free message activate 500 free text message replying message word free term condition visit www07781482378com
487,487,ham,dear reached railway happen
